query,ground_truth
"The following given embeddings correspond to ""standing"": [[-12.077192, -17.744848, -0.17148362]], and the following given embeddings correspond to ""stair up"": [[0.4979557, 1.3878721, 0.24394257]]; classify the embedding [-7.2692175,-17.714922,4.293824] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.700275, -16.625248, 5.299857]], and the following given embeddings correspond to ""stair up"": [[14.622521, 2.741276, 4.013584]]; classify the embedding [-7.492278,-16.380232,3.6186378] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.9550695, 10.9005995, 0.58678174]], and the following given embeddings correspond to ""stair up"": [[2.598803, -5.5975213, -4.0621676]]; classify the embedding [-7.4256573,10.608622,1.1478227] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.582012, -16.265482, 0.35241866]], and the following given embeddings correspond to ""stair up"": [[0.25556615, 2.3799834, 1.745354]]; classify the embedding [-7.5113473,11.153477,0.7348859] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.4107466, -8.816361, 8.178936]], and the following given embeddings correspond to ""stair up"": [[9.540121, 6.7893233, -2.4436073]]; classify the embedding [-22.29066,0.9438103,-3.868343] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.364368, 1.999624, -5.9582744]], and the following given embeddings correspond to ""stair up"": [[11.335346, 0.93563896, 1.5537589]]; classify the embedding [-5.8548975,9.834416,0.071526416] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-3.7572262, -11.036188, 8.566946]], and the following given embeddings correspond to ""stair up"": [[5.662104, -7.9550753, -0.17492057]]; classify the embedding [-19.875343,11.35852,-2.532636] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.344084, -15.410754, 0.7905166]], and the following given embeddings correspond to ""stair up"": [[-0.7050519, 3.4156346, 2.8249516]]; classify the embedding [-8.255832,-14.292418,4.842058] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.093052, -16.17272, 0.32996652]], and the following given embeddings correspond to ""stair up"": [[0.67489296, -2.2582264, -3.9487698]]; classify the embedding [-8.752154,-15.061986,3.8772779] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.313951, -15.606952, 4.180559]], and the following given embeddings correspond to ""stair up"": [[5.293144, -9.5360565, -1.4307841]]; classify the embedding [-21.191793,1.3573496,-4.1702437] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-19.875343, 11.35852, -2.532636]], and the following given embeddings correspond to ""stair up"": [[14.673911, 2.6923718, 3.8922546]]; classify the embedding [-4.9550695,10.9005995,0.58678174] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.71811, -5.109846, 6.743252]], and the following given embeddings correspond to ""stair up"": [[16.912477, -3.235187, -3.5991638]]; classify the embedding [-7.528823,-14.805338,3.9403806] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.2465925, -16.415268, 1.3289503]], and the following given embeddings correspond to ""stair up"": [[11.868331, -3.8525243, 0.6570398]]; classify the embedding [-8.238025,-14.727766,5.11014] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.137372, 9.68886, 4.286453]], and the following given embeddings correspond to ""stair up"": [[5.5510893, 5.2610497, -0.088751815]]; classify the embedding [-8.318173,-13.857077,4.1905146] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.29066, 0.9438103, -3.868343]], and the following given embeddings correspond to ""stair up"": [[5.9224944, 11.321736, -4.6509724]]; classify the embedding [-6.6683726,-14.192827,2.8827772] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.69993, -17.184263, 0.24922542]], and the following given embeddings correspond to ""stair up"": [[0.9578328, -3.7271276, -3.6694016]]; classify the embedding [-8.262422,-14.619924,4.3943624] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.775437, 11.878767, -3.54489]], and the following given embeddings correspond to ""stair up"": [[3.8168724, -0.77060944, -0.023293981]]; classify the embedding [-8.809947,-14.638377,4.6497335] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.0722513, -17.303135, 4.185259]], and the following given embeddings correspond to ""stair up"": [[18.78794, -1.4831775, -4.3329215]]; classify the embedding [-7.462645,-14.18713,4.72064] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.933696, -15.741813, 1.8337858]], and the following given embeddings correspond to ""stair up"": [[-0.5586514, 9.771966, 1.0155506]]; classify the embedding [-6.3043947,11.15345,0.70138353] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.819477, -16.682074, 1.8342836]], and the following given embeddings correspond to ""stair up"": [[8.529201, 14.793776, -0.15563272]]; classify the embedding [-6.2415886,10.639752,0.35090616] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.318173, -13.857077, 4.1905146]], and the following given embeddings correspond to ""stair up"": [[9.713546, 0.78404874, -1.2550608]]; classify the embedding [-6.358018,12.178693,1.0567602] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.6244946, 11.79464, -3.4645905]], and the following given embeddings correspond to ""stair up"": [[6.1659327, -7.5615544, 0.04354332]]; classify the embedding [-6.779492,-14.217554,2.7404828] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.8548975, 9.834416, 0.071526416]], and the following given embeddings correspond to ""stair up"": [[11.259581, 5.4933667, 1.6827875]]; classify the embedding [-7.923025,10.517578,-0.6360158] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.669992, -16.888025, 5.9329934]], and the following given embeddings correspond to ""stair up"": [[-15.41346, 10.610155, -7.029238]]; classify the embedding [-6.9229245,9.58949,-0.58820456] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-19.875343, 11.35852, -2.532636]], and the following given embeddings correspond to ""stair up"": [[-0.7180374, -7.3320413, 4.727454]]; classify the embedding [-7.538515,11.089098,-0.37739292] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.359512, 0.73153603, -3.6182938]], and the following given embeddings correspond to ""stair up"": [[9.389497, 6.892062, -0.8999379]]; classify the embedding [-3.921882,-13.48336,6.6326356] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.5557194, -14.252883, 1.6369822]], and the following given embeddings correspond to ""stair up"": [[4.0979495, 2.9616365, 0.8128543]]; classify the embedding [-5.9720054,-12.138197,6.123257] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-11.728549, -16.36478, 2.639246]], and the following given embeddings correspond to ""stair up"": [[2.598803, -5.5975213, -4.0621676]]; classify the embedding [1.2086982,-4.493393,-2.501789] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.21362, -12.753669, 7.7144876]], and the following given embeddings correspond to ""stair up"": [[-2.1702974, -0.9680836, 0.35844314]]; classify the embedding [-7.169936,10.262311,-0.5013732] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.7909849, -8.637181, 8.016503]], and the following given embeddings correspond to ""stair up"": [[7.495535, -8.2528715, 0.32855517]]; classify the embedding [-2.71811,-5.109846,6.743252] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.2594671, -8.521071, 6.236994]], and the following given embeddings correspond to ""stair up"": [[5.973533, -6.6316485, 1.4689665]]; classify the embedding [-5.309174,-14.995573,5.2565475] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-21.191793, 1.3573496, -4.1702437]], and the following given embeddings correspond to ""stair up"": [[7.108564, -4.42916, -2.5523462]]; classify the embedding [-5.8108244,-15.243396,4.81361] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.984881, -16.37602, 5.1202316]], and the following given embeddings correspond to ""stair up"": [[2.3787487, 6.2600727, -2.7713537]]; classify the embedding [-5.022517,-14.687983,4.5636034] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-17.57073, 6.283, -1.5356311]], and the following given embeddings correspond to ""stair up"": [[1.2618127, -6.6769447, 0.48193598]]; classify the embedding [-7.62051,10.699587,-0.93181634] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.809947, -14.638377, 4.6497335]], and the following given embeddings correspond to ""stair up"": [[3.7439692, -4.7142587, -4.1776857]]; classify the embedding [-7.648128,11.058937,-0.28320703] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.004072, 3.6925645, -2.4890974]], and the following given embeddings correspond to ""stair up"": [[10.390672, 5.8721724, -3.6277726]]; classify the embedding [-6.725529,10.105015,-0.51007783] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.4005048, -9.652031, 8.952734]], and the following given embeddings correspond to ""stair up"": [[10.952114, -7.9432225, 0.84085405]]; classify the embedding [-5.4675064,-14.793106,5.382954] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.377901, 11.436541, 3.6029952]], and the following given embeddings correspond to ""stair up"": [[7.9150443, 12.278261, -0.14413916]]; classify the embedding [0.50409347,0.8614329,-3.8086982] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.364368, 1.999624, -5.9582744]], and the following given embeddings correspond to ""stair up"": [[0.80905616, 0.63582695, -3.360045]]; classify the embedding [-3.1740124,-12.052212,6.3799734] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-10.638185, -16.947828, 0.2750565]], and the following given embeddings correspond to ""stair up"": [[6.255146, 6.1540813, -0.11757997]]; classify the embedding [0.892927,-3.2786925,-3.9844248] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.336286, 9.78199, 3.530838]], and the following given embeddings correspond to ""stair up"": [[-1.5037013, 4.3792133, 4.2309356]]; classify the embedding [-4.128685,-10.808922,5.0148754] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.819477, -16.682074, 1.8342836]], and the following given embeddings correspond to ""stair up"": [[3.4040842, 1.4517915, -1.2875302]]; classify the embedding [-4.658226,-12.238466,7.221425] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.358018, 12.178693, 1.0567602]], and the following given embeddings correspond to ""stair up"": [[5.0436964, 11.693573, 0.87736416]]; classify the embedding [-6.4528956,11.947451,-2.257638] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.700275, -16.625248, 5.299857]], and the following given embeddings correspond to ""stair up"": [[3.1110346, -5.4715304, -3.6324499]]; classify the embedding [-6.2193623,11.532964,-2.1414344] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.28277, 11.05675, 3.6103337]], and the following given embeddings correspond to ""stair up"": [[-1.9389948, -1.3109565, 0.80462724]]; classify the embedding [-4.21362,-12.753669,7.7144876] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.9720054, -12.138197, 6.123257]], and the following given embeddings correspond to ""stair up"": [[3.1110346, -5.4715304, -3.6324499]]; classify the embedding [-3.9163523,-10.932824,4.1123724] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.262422, -14.619924, 4.3943624]], and the following given embeddings correspond to ""stair up"": [[14.622521, 2.741276, 4.013584]]; classify the embedding [-6.373286,11.495324,-2.2839086] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.887054, 10.216922, 2.4666913]], and the following given embeddings correspond to ""stair up"": [[10.809397, 3.025938, -8.941742]]; classify the embedding [-3.6799397,-11.9024315,6.0014067] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.004072, 3.6925645, -2.4890974]], and the following given embeddings correspond to ""stair up"": [[15.833677, -2.4088974, -5.9429336]]; classify the embedding [-6.3148136,11.378683,-2.8485053] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.364368, 1.999624, -5.9582744]], and the following given embeddings correspond to ""stair up"": [[1.8711098, -3.9620337, 3.161463]]; classify the embedding [-6.970864,10.167045,-2.2375138] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.3877854, -8.674955, 8.067451]], and the following given embeddings correspond to ""stair up"": [[18.78794, -1.4831775, -4.3329215]]; classify the embedding [-5.890822,-10.980664,5.9323816] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.3877854, -8.674955, 8.067451]], and the following given embeddings correspond to ""stair up"": [[-1.5037013, 4.3792133, 4.2309356]]; classify the embedding [-6.099978,12.08562,-2.3224382] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.192041, -10.162603, 7.7857676]], and the following given embeddings correspond to ""stair up"": [[-0.7050519, 3.4156346, 2.8249516]]; classify the embedding [2.3711815,-4.894227,4.0001736] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.2465925, -16.415268, 1.3289503]], and the following given embeddings correspond to ""stair up"": [[11.259581, 5.4933667, 1.6827875]]; classify the embedding [-4.3877854,-8.674955,8.067451] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.364368, 1.999624, -5.9582744]], and the following given embeddings correspond to ""stair up"": [[8.576677, 12.325073, 1.454764]]; classify the embedding [-3.7576067,-9.41035,7.6057386] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.3294544, -18.2057, 4.475576]], and the following given embeddings correspond to ""stair up"": [[5.5510893, 5.2610497, -0.088751815]]; classify the embedding [-5.1002355,10.915929,-3.6964014] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.4256573, 10.608622, 1.1478227]], and the following given embeddings correspond to ""stair up"": [[-1.6688544, 11.687972, -3.6906912]]; classify the embedding [-4.775437,11.878767,-3.54489] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.6279054, -9.868437, 7.314156]], and the following given embeddings correspond to ""stair up"": [[-15.41346, 10.610155, -7.029238]]; classify the embedding [-5.398405,-10.16762,7.1764975] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.038569, 12.843604, -4.9693465]], and the following given embeddings correspond to ""stair up"": [[8.636195, 6.8217573, -4.945773]]; classify the embedding [0.3569129,1.9290478,-2.9169416] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.970864, 10.167045, -2.2375138]], and the following given embeddings correspond to ""stair up"": [[18.78794, -1.4831775, -4.3329215]]; classify the embedding [-4.6244946,11.79464,-3.4645905] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.857307, 9.681017, 2.5080397]], and the following given embeddings correspond to ""stair up"": [[17.644543, -1.9026268, 1.6271317]]; classify the embedding [-4.0695934,-9.289785,8.815848] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.6441507, -16.989195, 5.6260815]], and the following given embeddings correspond to ""stair up"": [[17.644073, -2.3282566, -5.906137]]; classify the embedding [-3.5911925,-10.97177,8.8525] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.659783, 10.117836, 1.0471424]], and the following given embeddings correspond to ""stair up"": [[14.108046, -8.866877, 2.28777]]; classify the embedding [-4.8628736,-8.537142,7.3607655] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.62051, 10.699587, -0.93181634]], and the following given embeddings correspond to ""stair up"": [[7.495535, -8.2528715, 0.32855517]]; classify the embedding [-14.159327,12.234781,-9.361606] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.3242543, -9.241929, 8.231583]], and the following given embeddings correspond to ""stair up"": [[5.987224, -8.558666, -0.67431283]]; classify the embedding [-4.168557,-9.8035345,8.431174] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.700275, -16.625248, 5.299857]], and the following given embeddings correspond to ""stair up"": [[3.1110346, -5.4715304, -3.6324499]]; classify the embedding [-4.643874,-9.15564,7.659819] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.0232763, 12.302867, -5.5943727]], and the following given embeddings correspond to ""stair up"": [[4.2176123, -5.9222007, 1.2703791]]; classify the embedding [-5.208978,-10.202635,7.411198] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-10.342663, -15.939319, 1.8503946]], and the following given embeddings correspond to ""stair up"": [[9.723209, 11.516018, -3.581241]]; classify the embedding [-4.954125,11.793893,-3.3250062] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.984881, -16.37602, 5.1202316]], and the following given embeddings correspond to ""stair up"": [[3.8168724, -0.77060944, -0.023293981]]; classify the embedding [-4.375638,-9.289811,6.6247144] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.28277, 11.05675, 3.6103337]], and the following given embeddings correspond to ""stair up"": [[6.208358, 6.282702, -2.576973]]; classify the embedding [-5.2389927,12.283762,-3.508557] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.69993, -17.184263, 0.24922542]], and the following given embeddings correspond to ""stair up"": [[1.0044202, 6.5826797, 0.04899336]]; classify the embedding [-4.8091,-6.0552397,4.857189] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[0.023237593, -5.7663255, 2.4759917]], and the following given embeddings correspond to ""stair up"": [[18.649382, -1.8106303, -3.2275474]]; classify the embedding [-4.636386,12.93907,-4.3959227] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.192041, -10.162603, 7.7857676]], and the following given embeddings correspond to ""stair up"": [[7.108564, -4.42916, -2.5523462]]; classify the embedding [-3.7572262,-11.036188,8.566946] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.62051, 10.699587, -0.93181634]], and the following given embeddings correspond to ""stair up"": [[16.0487, -8.978434, 4.027952]]; classify the embedding [-1.5599886,-10.288994,8.752169] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.2389927, 12.283762, -3.508557]], and the following given embeddings correspond to ""stair up"": [[-3.781025, -2.036189, -6.1530204]]; classify the embedding [-2.3200066,-10.404411,8.683852] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.1266217, -1.1563972, 0.43011704]], and the following given embeddings correspond to ""stair up"": [[0.86954254, 0.26191387, 2.2746909]]; classify the embedding [-1.6279054,-9.868437,7.314156] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.004072, 3.6925645, -2.4890974]], and the following given embeddings correspond to ""stair up"": [[9.3300295, 13.05275, -1.1578351]]; classify the embedding [5.233715,9.744867,-7.6435018] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.528823, -14.805338, 3.9403806]], and the following given embeddings correspond to ""stair up"": [[1.1939781, 2.2078426, 0.83574873]]; classify the embedding [-2.2594671,-8.521071,6.236994] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.344084, -15.410754, 0.7905166]], and the following given embeddings correspond to ""stair up"": [[0.99381614, -5.28468, -0.6458123]]; classify the embedding [1.4471476,-1.3999747,0.6392625] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.2415886, 10.639752, 0.35090616]], and the following given embeddings correspond to ""stair up"": [[8.787088, 3.1586878, -4.5977173]]; classify the embedding [-6.486387,12.640204,-3.7789357] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.453157, 10.204641, 3.5441923]], and the following given embeddings correspond to ""stair up"": [[18.78794, -1.4831775, -4.3329215]]; classify the embedding [-2.192041,-10.162603,7.7857676] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.004072, 3.6925645, -2.4890974]], and the following given embeddings correspond to ""stair up"": [[4.233124, -6.0991025, 1.2856151]]; classify the embedding [0.023237593,-5.7663255,2.4759917] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
