query,ground_truth
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[-8.507037, -23.675472]]; classify the embedding [-8.627505,-17.77227] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608]]; classify the embedding [7.365501,-24.654139] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-17.085665, 17.091076]], and the following given embeddings correspond to ""standing"": [[-9.725307, -10.773289]]; classify the embedding [-5.2038627,-21.720722] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-17.649618, 6.7299747]], and the following given embeddings correspond to ""standing"": [[-7.868472, -22.267239]]; classify the embedding [-3.8615415,-22.56889] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207]]; classify the embedding [-7.2135916,-26.8858] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[0.42132166, -28.212082]]; classify the embedding [-7.167243,-23.013578] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[7.365501, -24.654139]]; classify the embedding [-8.264383,-21.892675] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.58731, 11.489656]], and the following given embeddings correspond to ""standing"": [[-9.059019, -25.79015]]; classify the embedding [-7.8371773,-21.094934] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[5.7946258, -23.510479]]; classify the embedding [6.898418,-15.975768] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.532173, 11.909289]], and the following given embeddings correspond to ""standing"": [[0.4251615, -16.541111]]; classify the embedding [-7.738978,-21.27784] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[4.686016, -30.14473]]; classify the embedding [-8.135369,-24.714966] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.918737, 12.886848]], and the following given embeddings correspond to ""standing"": [[-0.30827728, -15.194513]]; classify the embedding [-6.167612,-20.587278] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[2.6919582, -30.555603]]; classify the embedding [-8.767074,-14.092983] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925]], and the following given embeddings correspond to ""standing"": [[-6.167612, -20.587278]]; classify the embedding [-10.382463,-8.4520235] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.647497, 7.66493]], and the following given embeddings correspond to ""standing"": [[-11.225599, -12.580521]]; classify the embedding [-7.868472,-22.267239] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[-8.627505, -17.77227]]; classify the embedding [-7.011606,-17.220846] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[2.6050432, -21.64601]]; classify the embedding [-8.507037,-23.675472] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417]], and the following given embeddings correspond to ""standing"": [[-1.7451919, -25.57503]]; classify the embedding [-4.8480935,-19.351532] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186]]; classify the embedding [-5.1564293,-23.875608] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203]]; classify the embedding [2.6050432,-21.64601] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.680086, 12.583479]], and the following given embeddings correspond to ""standing"": [[-9.672583, -17.206732]]; classify the embedding [-11.225599,-12.580521] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-14.829434, -12.654818]]; classify the embedding [-4.540945,-13.346345] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.680086, 12.583479]], and the following given embeddings correspond to ""standing"": [[-4.540945, -13.346345]]; classify the embedding [3.7352402,-18.743303] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.104355, 11.106242]], and the following given embeddings correspond to ""standing"": [[2.6919582, -30.555603]]; classify the embedding [-8.326757,-8.3448105] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.104355, 11.106242]], and the following given embeddings correspond to ""standing"": [[-7.2135916, -26.8858]]; classify the embedding [4.645065,-22.891973] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[2.21717, -24.798624]]; classify the embedding [6.7115145,-21.572144] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.1234057, 21.060596]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203]]; classify the embedding [-2.0351992,-21.616951] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.341951, 16.949923]], and the following given embeddings correspond to ""standing"": [[4.645065, -22.891973]]; classify the embedding [4.767576,-18.226492] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[0.8451632, -13.56643]]; classify the embedding [0.16642138,-22.013525] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[0.3692806, -27.107492]]; classify the embedding [5.7707844,-19.403368] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.938932, 9.697947]], and the following given embeddings correspond to ""standing"": [[-5.130556, -14.719297]]; classify the embedding [3.292781,-21.060204] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925]], and the following given embeddings correspond to ""standing"": [[-11.225599, -12.580521]]; classify the embedding [-0.83749574,-20.791544] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[-9.024253, -22.917667]]; classify the embedding [-5.321734,-8.374708] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-4.540945, -13.346345]]; classify the embedding [-11.441035,-11.752205] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186]]; classify the embedding [1.1470101,-22.985207] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.341951, 16.949923]], and the following given embeddings correspond to ""standing"": [[-10.538013, -10.854899]]; classify the embedding [5.8532214,-13.513204] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-0.83749574, -20.791544]]; classify the embedding [-14.829434,-12.654818] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-21.540411, 6.1713576]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608]]; classify the embedding [-10.54026,-12.970497] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[-7.2232, -19.534014]]; classify the embedding [-2.1051333,-23.799711] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[-7.5971336, -15.70254]]; classify the embedding [2.7068744,-19.517391] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.938932, 9.697947]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889]]; classify the embedding [2.6919582,-30.555603] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.532173, 11.909289]], and the following given embeddings correspond to ""standing"": [[-2.0351992, -21.616951]]; classify the embedding [-5.130556,-14.719297] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[-4.540945, -13.346345]]; classify the embedding [-9.725307,-10.773289] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.10742, 5.125669]], and the following given embeddings correspond to ""standing"": [[-0.38804618, -26.179089]]; classify the embedding [-12.163771,-10.816486] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.019561, 10.882301]], and the following given embeddings correspond to ""standing"": [[6.7115145, -21.572144]]; classify the embedding [3.270566,-23.429531] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[6.1139703, -18.154724]]; classify the embedding [0.09049499,-26.603556] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216]], and the following given embeddings correspond to ""standing"": [[6.898418, -15.975768]]; classify the embedding [3.457969,-26.278334] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[-6.9715166, -11.976806]]; classify the embedding [2.21717,-24.798624] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[-7.5649247, -12.308547]]; classify the embedding [6.1139703,-18.154724] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.75123, 7.0553517]], and the following given embeddings correspond to ""standing"": [[-0.029218443, -26.943766]]; classify the embedding [-11.245486,-9.953906] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-27.174917, 7.922465]], and the following given embeddings correspond to ""standing"": [[-1.1379516, -17.909557]]; classify the embedding [0.5966125,-25.538857] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.647497, 7.66493]], and the following given embeddings correspond to ""standing"": [[-8.137624, -10.475516]]; classify the embedding [5.2877793,-21.681921] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[4.686016, -30.14473]]; classify the embedding [0.42132166,-28.212082] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[2.7068744, -19.517391]]; classify the embedding [3.056152,-24.06641] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.545695, 9.505371]], and the following given embeddings correspond to ""standing"": [[-7.5971336, -15.70254]]; classify the embedding [-1.0285378,-29.839577] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[-7.2232, -19.534014]]; classify the embedding [-10.538013,-10.854899] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[-10.297834, -15.458884]]; classify the embedding [-11.352449,-11.656187] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[-0.029218443, -26.943766]]; classify the embedding [-0.4221817,-24.698587] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[-11.245486, -9.953906]]; classify the embedding [-0.38804618,-26.179089] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[-8.137624, -10.475516]]; classify the embedding [-7.5971336,-15.70254] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[0.6431374, -20.298145]]; classify the embedding [-0.029218443,-26.943766] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-5.560883, 24.658054]], and the following given embeddings correspond to ""standing"": [[2.514203, -14.380582]]; classify the embedding [2.1271844,-27.017937] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.6527507, 22.14561]], and the following given embeddings correspond to ""standing"": [[-0.38804618, -26.179089]]; classify the embedding [-1.8086722,-26.882647] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.179623, 5.2739477]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186]]; classify the embedding [-14.221484,-15.392422] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-6.167612, -20.587278]]; classify the embedding [4.4955587,-27.268408] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[3.270566, -23.429531]]; classify the embedding [0.3692806,-27.107492] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216]], and the following given embeddings correspond to ""standing"": [[3.457969, -26.278334]]; classify the embedding [-1.7451919,-25.57503] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[2.6050432, -21.64601]]; classify the embedding [4.686016,-30.14473] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[-9.423665, -5.431859]]; classify the embedding [-9.672583,-17.206732] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657]]; classify the embedding [-12.700918,-17.05095] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.821461, 10.517828]], and the following given embeddings correspond to ""standing"": [[-0.4221817, -24.698587]]; classify the embedding [-11.602644,-12.630606] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.6371765, 14.594176]], and the following given embeddings correspond to ""standing"": [[5.2877793, -21.681921]]; classify the embedding [-2.0152125,-30.238617] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[3.270566, -23.429531]]; classify the embedding [-3.1004782,-25.6334] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.938932, 9.697947]], and the following given embeddings correspond to ""standing"": [[-3.6057417, -18.842138]]; classify the embedding [5.7946258,-23.510479] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[-7.167243, -23.013578]]; classify the embedding [-0.15393946,-31.613182] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[-6.05866, -10.8738785]]; classify the embedding [2.1400592,-28.876638] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
